rating,title,content,date,author
4,Great,"I love this app so much, but I wish the GRD R camera could upload photos. It would be perfect!",2025-07-28T17:04:20-07:00,Gaelel
5,AMAZING!!,I love this app!! takes perfect pictures to get that summer vibe!! beat part is its totally free!!,2025-07-28T09:07:00-07:00,mjgddcbu
3,Back camera isn’t working,"I’ve been using this app for years, and now all of a sudden I can’t take pictures with my back camera through the app! My back camera works completely fine normally. Please help me fix this, I love the digital camera look! I’ve tried already tried deleting/redownloading the app and restarting my phone, but nothing’s worked.",2025-07-27T20:04:29-07:00,naomirkim
5,omgggg get this rn,I LOVE THIS SM,2025-07-24T14:51:48-07:00,Lizzo 😈
5,Absolutely amazing app,Camera is just chefs kiss! 💋 I absolutely adore this app. Takes the most stunning and luxurious pictures of all time 💌 I suggest this app for anyone 🍰,2025-07-22T09:04:34-07:00,R o s e . 🧁
3,Well it is what it is beggars can’t be choosers,Most of the cameras cost money and well I see why bc they can’t profit if they don’t but I wish there were more options,2025-07-22T06:00:25-07:00,Sharrizz
5,Amazing App,"I’ve always liked taking photos with my phone camera but I was never fully satisfied with the outcome. This wonderful app gives me a ton of options to let my creativity really shine. Thank you! 

(I don’t know if this is possible but I would love a way to submit my submissions for photo contests without using social media. If there was a way to have it within the app I would really like that. If that’s not possible I totally understand, just thought it would be a bit easier 👍)",2025-07-21T23:32:20-07:00,Airc!
1,slow shutter setting gone,what happened to the slow shutter settings for video? why is it gone?,2025-07-21T12:25:18-07:00,verycoolguyapp
5,This Camera App is now my main,When I accidentally drop my phone in water my camera and flashlight don’t work until this app fix the problem thx Dazz cam and also add pano slow mo and time lapse,2025-07-20T07:13:57-07:00,normalmentely
5,love this app!,amazing!!! what can i say! my friend uses it for secret photo’s for when she hangs out ppl who she’s not allowed to🙊,2025-07-18T22:37:44-07:00,alanis👅
5,This app is literally amazing,I love it how it gives u an app to edit and then get on here and add whatever u want! 5 ⭐️,2025-07-17T16:04:12-07:00,hehdheueisheteteyei
5,absolutely love it,PERRRRRRFECTTTT!! I can literally try probably every single camera that had ever existed. Awesome!!!,2025-07-15T09:58:31-07:00,certified watermelon hater
4,Buena pero algo costosa,Es demasiado buena y tiene muchos filtros pero deberían bajarle el precio.,2025-07-14T13:55:23-07:00,Michelallalalala
4,4 stars,"Works well, good solution to a problem with my camera app I’ve been having. I haven’t figured out how to adjust the brightness of the camera to something I like, but overall it’s pretty good.",2025-07-14T07:05:52-07:00,E-Lizzx
1,Lost my subscription access,I’ve been used this app more than one year with one time purchase. And now they have just updated the subscribe policy with monthly payments and my access gone.,2025-07-13T22:16:53-07:00,jamonicus96
1,i don’t like it,"no puedo poner fotos que ya tomé con mi cámara y que se haga el efecto, no me gusta cero",2025-07-12T14:53:55-07:00,Genesishamzh
1,Mine won’t take pictures idk why,Like the title I just get the logo in the middle of the screen and nothing else I can select which camera to use but it doesn’t take any photos,2025-07-11T23:50:49-07:00,OkieGMichelle
1,Email sent but no response,"This is what I had emailed:

Hello I am having trouble with my app. I just downloaded it earlier and it’s basically unusable. I thought that maybe I needed to pay, so I did the one time purchase, and that didn’t change it either. I tried uninstalling and installing again, I checked the reviews and saw that’s someone has the same problem and so I tried to navigate the app and turned off the “shutter vibration” and it seemed it was gonna work but the screen just went back to the logo, I tried messing with it as well and I haven’t been able to get anywhere with the app. To the reviews of the person you guys said it was because of the app update but I just installed (reinstalled) it, so it should have the latest version. If not could you guys help me fix that. I’m super disappointed because I feel I could actually enjoy the app but if I can’t fix it, I’ll need to at least be refunded for my purchase.

Below are the images of what’s showing on my screen as well as a receipt of my purchase.
I’ll be waiting to hear back from you and I hope we can get this solved :)

(Below I had attached a picture of what I see on my app and a picture of my receipt)",2025-07-10T17:58:40-07:00,YayaMartini
5,IN LOVE WITH THIS APP! 💕,"The filters give such a certain new vibe to my pictures. It’s EXTREMELY helpful. FIVE STARS!! 
⭐️⭐️⭐️⭐️⭐️",2025-07-10T16:34:51-07:00,SugarCookieDiva
5,Me encantó,Muy buena 💗,2025-07-09T23:01:44-07:00,Tatiana@ Dios te ama
5,Taking Pictures,"I'm unable to take pictures on the app, i'm only able to add the filter to my photos. Maybe i'm doing something wrong or this is just glitching on my side. I have a 16 pro and i don't think it has anything to do with it. Am i doing something wrong? Also i said it could access my camera and photos.",2025-07-08T19:01:25-07:00,Nina Whitee
5,Such a good app so convenient,So cute love it,2025-07-06T14:15:16-07:00,Alycea y
5,Rating ….,Dazz cam is like …? The best camera app I ever have seen I’m not joking like literally took accidentally a photo of the corner in our house  and it looked not just good …. AMAZING I’m not joking I love this app and I just wish I had the pro dazz cam cuz dazz cam is literally my fav app and if you see this RATE IT 5 STARS ILY 💗,2025-07-06T13:00:39-07:00,Mia🍄🐸
4,Decent app… needs improvement,"Filters and emulations are great, takes wayyyy too long to find the camera in a fast paced situation though, and there REALLY needs to be a quick way to preview the preset you’re selecting without having to take a picture, then go back and view it",2025-07-06T09:57:05-07:00,thissrinksowbaik7
3,pleaseee fix 🙏🙏😔,"I love this app i use it all the time for adding the filters on my photos, but every time i try to use it now it says there is an error and i can’t use it it may be the one camera i use but it’s really annoying as i just want to use it on my photos",2025-07-04T00:50:58-07:00,ella.donkey
3,iPhone 11 Pro Max bug,The app takes forever to load for iPhone 11 Pro Max. The camera is dark/not opened whenever I turn on the app. It only functions normally when I restart my phone.,2025-06-30T22:54:21-07:00,ROAS7777
5,LOVE!!!,i absolutely love this app it makes all my pictures look so cute and retro! The popular filter going around on tik tok is on this app it’s camera CPM35! get this app it’s so good,2025-06-29T17:22:41-07:00,kam_luvsROSIE
2,Pro Filter GRD R Broken – Please Fix,"I paid for the Pro version of Dazz Cam and everything works great except the GRD R filter. Every time I try to take a photo with it, I get a message saying “captured photo is NULL” and nothing is saved. I’ve used this filter before, and it used to work fine.

I already tried restoring purchases, reinstalling the app, and restarting my phone. Other Pro filters still work, so this seems like a bug specific to GRD R.

Please fix this soon or let me know what else I can try. I really love the app otherwise!

— Emily",2025-06-27T11:24:02-07:00,d1yearner
1,Ужасно,Все платно и нельзя редактировать готовые фотки с галереи,2025-06-27T06:15:13-07:00,XXXelyu
5,amazing,just wow. app is amazing,2025-06-26T19:47:09-07:00,camera loverrrrrrr
5,I LOVE THIS APP,"I LOVE THIS APP SO SO MUCH!!! EVERYTHING ABOUT IT IS SO GOOD AND PERFECT. I HEARD ABOUT THIS APP FROM A FRIEND, AND OMG I RECOMMEND GETTING IT!!",2025-06-24T05:04:22-07:00,divein_693822
5,could you add 2x for 16e,thanks,2025-06-22T21:21:56-07:00,admirezz
5,Android Version Please!,"I love this app, i take and record literally 80% of my media with this app. it provides the most realistic retro camera experience among any other app i’ve tried. the only issue is it’s only for IOS. I’m switching to android phones and this is the only thing i’d be missing. PLEASE make an android version!",2025-06-22T18:30:03-07:00,Fwmelisssa
1,The app doesn’t work,"When I first downloaded it, I was just getting a screen with the logo unable to take a photo so I thought that it was just behind a payroll so I paid the $6.99 for the year to see if that would get the camera working. But when I open it, I still just get a logo screen with the icons on the bottom and I can’t take a picture. I came to the reviews to see if anyone else has the same problem and I follow their instructions of shutting off the shutter vibration and it’s still not working and there’s no way for me to get help.",2025-06-22T11:05:15-07:00,Brighteyesfreax
5,رائع,كلّ الكاميرات و فيديو موجود 😍 سهل مكان واحد كلها متوفرة,2025-06-21T07:09:03-07:00,f_asfoor
3,Camera isn’t working,"I have been using this app and loving it for a while now, but i discovered recently that the camera isn’t working and only the upload option is available. I updated then freed some space on the app but in vain, then i had to delete and reinstall the app but the problem persists still.",2025-06-19T16:40:41-07:00,mimich213
4,Question,"Pretty good app so far, just one question, are you able to add photos you’ve already taken?",2025-06-18T17:40:01-07:00,samisasome
4,Great app - weird static sound,This is great - but now when I use the video function there’s always a weird static. Can you guys fix it. Is this a bug?,2025-06-17T12:35:27-07:00,2pacio
5,LAS MEJORES FOTOS,Toma las fotos espectaculares tiene una buena cámara todos todoooo me encanta de esta aplicación la mejor sin duda,2025-06-16T23:24:58-07:00,AME LA APLICACION LAS FOTOS
5,my vacation .,i used this app on vacation and captured so many good moments and memories and the camera quality was very good !,2025-06-14T07:19:51-07:00,alisa/lele
5,this app is amazing,just download it and can say that it worth it.😊,2025-06-13T20:29:56-07:00,abbycdrt
5,I love this app + something else,"okay tbh I'm a long time user and ai absolutely love this app to the core (I'm like obsessed in a degree) but I also have an idea like, would you guys one day have a camera filter that's similar to the ones like the Canon Powershot series (especially the datestamps they have) I think it would be really cool and I'd be really hyped as I'm obsessed with their datestamps AHAHAHA",2025-06-11T19:51:16-07:00,tearonium
5,ok,ok,2025-06-11T10:10:09-07:00,vcllmao
5,Amaxinggg,"I got a lot
Of recommendations to try this, it is a truly great app. I love all the filter filters.",2025-06-09T07:19:13-07:00,Zoë Kohl
5,10/10 A Must Have!!,This app is so easy to use and offers a wide range of video and photo filters for free! The paid features are also very cool and likely to be worth it if you are into taking pictures but don’t want to lug around multiple types of cameras on the daily. Great app!!,2025-06-08T12:46:04-07:00,khan106
3,Umm,I don’t like u have to pay for stuff and when I try to put my photos into it I can’t fine them,2025-06-07T06:47:04-07:00,hvihudfuycgyuvighvyigcuyfd
4,Add fav button,"Love it :) would love a feature to save a camera as favs or be able to pin them, that way we can quickly click it if we use it often. I’m not familiar with the names and it’ll take a while for me to memorize them and what they do, that’ll help a lot!",2025-06-06T11:20:32-07:00,hndasand
5,I LOVE THIS APP,looks like a digital camera on your phone. every picture turns out so cute,2025-06-03T17:03:19-07:00,MaddieMichalek
5,Love love love this camera !!,Absolutely love the camera and how good quality the pictures come out ! Have been using it for a long long time and won’t regret saying my pictures have been turning out amazing !,2025-06-03T12:25:17-07:00,shameem azimi
5,Best app ever!!,Even without paying it’s still a great app and has many great camera options. Takes amazing photos 🤩🤩🤩🤩,2025-05-28T17:32:50-07:00,Bleach i.e.
5,Noor,شكراً لكم انهُ تطبيق رائع واحتاجه كثيراً في الصور,2025-05-28T10:29:53-07:00,Nnoorrt
5,محمود,تجربه ممتازه وصديقي ساعدني يجب ان توفروه على سامسونج والهواوي والبوكو من اجل صديقي,2025-05-25T12:43:59-07:00,اموت على اليوتيوي
5,LOVE THIS APP,i love this dmm cm35 is my favorite,2025-05-23T23:41:50-07:00,Daneybliss
5,So good it ate my family,Soo good it ate my family cus I paid for the cameras.,2025-05-22T07:01:41-07:00,Niki the hairstylist
5,Best app everrrrrrr,"This app is amazing! The filters make my photos look so cool and vintage. I love using it for Instagram. It’s easy to use and works smoothly. Highly recommended!” Really love this app but some cameras need to be paid but it’s really good trust me , worth it . Thank you",2025-05-22T05:37:09-07:00,Samara wasaka
5,I love,I loveeeee I love I love I love,2025-05-17T23:08:04-07:00,Lowtaperfade134
5,camera roll,i love it but why cant i do the camera roll thing,2025-05-16T02:09:07-07:00,rvshem
5,Dope,Super dope,2025-05-13T21:06:30-07:00,The ghostanator
1,Stopped Working,I bought the yearly plan and it was working fine until a few days ago. Now it just shows the logo and I cannot access the settings or take photos.,2025-05-13T20:22:57-07:00,daiguuu
5,best film app!,it looks great and is fun to use.,2025-05-09T08:15:54-07:00,lanquiddity
1,unusable,I downloaded the app today and it said capture failed everytime i tried to take a photo. i tried flash and it would spin and say capture failed. i bought the pro subscription and capture still failed. i then deleted the app and redownloaded and it still failed. i deleted it and cancelled my subscription. waste of $6 and i don’t see any way to request a refund,2025-05-08T22:59:59-07:00,SMM123355
5,Perfect!,Best app ever.,2025-05-07T19:15:11-07:00,Lilly.maye
5,my opinion.!!🤷🏽‍♀️🤷🏽‍♀️🥰,idk i jst love taking pictures and adding pictures on this app.!! don’t recommend taking pictures in the dark tho.!!!😘😘,2025-05-06T19:42:17-07:00,just.bria0
4,Good but,They don’t have recording which I don’t like,2025-05-05T13:32:13-07:00,Gehebben
1,Not working,I bought it but then it suddenly stopped working. The camera itself won’t even open back up. It just shows the logo. I can’t take pictures. Waste of 20$.,2025-05-04T21:34:51-07:00,username.unknown
1,Trash,"The app is confusing, everything you want is behind a paywall, overall just lame, just buy a real vintage camera",2025-05-04T15:21:11-07:00,ahmanster24
5,Absolutely great,"This is the only time I’ll be submitting a review for like any app ever, but this is probably one of the best apps I’ve ever used for photography and recently I’ve been getting into the hobby and for me to start off with the hobby. I downloaded this app and this app has been a game changer for me. I think the quality is very good and despite the fact that you also have the option to pay for other things, there are still a lot of good free options. I feel like more people should use this if they don’t have a quality camera and/or just need standard",2025-05-03T01:29:45-07:00,Wisperaii
4,New feature pleaseeee,"Totally the app is pretty great but the problem here is when I change to a new phone they cannot restore and back up all my photos so I want to have a account to log in so that when I change to a new phone, all of my photos will still in my account",2025-05-01T03:45:26-07:00,hiddenname17436
5,Goood,Goood,2025-04-30T10:56:48-07:00,Selenyaped😍
5,Good camera,"This is my opinion. I think the cameras are really good. You could take really good pictures. Also, I love the flash and I could see but last time my opinion.",2025-04-27T11:05:51-07:00,Books were
5,App,Love it! It’s amazing,2025-04-26T07:46:28-07:00,lil rizzler 67
5,Dazz Cam Review,This app is soo good I dont need  to pay for anything my pictures always come out good I definitely recommend this app it looks exactly like a digital camera,2025-04-24T13:44:44-07:00,Best digi cam
5,Diseño,Foto linda,2025-04-24T00:38:39-07:00,Cámara linda
1,FXN R camera???,What happened to the FXN R camera? It just has a pink filter on it no matter what settings I change to,2025-04-23T07:46:58-07:00,Yeeeeeeeeeeyi
5,Amazing app,"I love this app so much!!! My cousin told me about it yesterday on Easter Sunday!! And I am so glad she told me about, now I get to capture all of my memories on Dazz Cam!!! I love how it makes the photos look vintage!📸💫",2025-04-21T15:19:03-07:00,Lay ⚽️🤍💫
5,GREAT APPP,I started using this to take my insta pics instead of getting canon g7x and althoughhh it’s not just like the canon it’s good enough and it’s really easy and the pics are really cute!!,2025-04-20T15:23:52-07:00,LiveLoveBreatheSoccer
1,Useless,"This is an extremely useless program. It's better to take all the pictures yourself using a standard camera program and then add the grain effect yourself. 4:3 zoom shots under the guise of a professional program! Good marketing, friends, nothing more! And tell me I'm wrong)",2025-04-20T05:59:47-07:00,.:screaM:.
5,Great App!,"I started downloading this app when i saw it on a tiktok ad. It sounded really cool and went ahead and downloaded it. I love that you can sample the films because i really hate that others you have to go back and forth. I also like that you can decide what font the time is and how it’s written. I overall haven’t had any issues with this app (probably because i just downloaded it yesterday) but there is one thing that really bothers me. I really dont like the pop up ads. And i know you guys get paid for the ads but well maybe please lower the ads. But overall, I LOVE THIS APP",2025-04-19T07:10:36-07:00,Izzy’s Report
5,love it,love this app so much,2025-04-17T04:24:50-07:00,cheer is fun 22
5,Quality,I no longer need to waste 200 dollars on a digital camera this looks just like one!!,2025-04-15T16:31:46-07:00,hannah10132842
3,Camera stopped working,"Hi this app is incredible but for the past few weeks the camera won’t turn on, it’s just. black screen, with the logo in the middle. I deleted the app, still nothing, cleared the apps storage, still nothing. Please fix this!!!!",2025-04-15T15:39:43-07:00,RachelJess
1,Abysmal app,"They made me pay for the pro version so I can edit my photos, now there’s a separate app to edit my photos and it doesn’t have the same options as the original editing feature so now you can no longer turn down your filters or do basic simple edits (which is all you need with daz cam) I was literally using it for my job with BTS and now my job got way more complicated because I can’t just take phone content as easily. 5 star camera app turned into a cash grab for no reason, nobody asked for it nobody wanted it. Bring back the original feature and just make the new editing feature to be considered advanced editing. But no. They ruined it. GGs",2025-04-13T16:33:12-07:00,Servando moquette
5,AMZING! (But a question…),So I was recording a video on the dam camera and it won’t do sound what’s going on with it? Do I need to delete the app and reinstall it?,2025-04-13T15:07:22-07:00,review man 335
2,Clunky and Confusing,"i really like the concept, but the app is really hard to work, and doesn’t have the features i saw on social media- not that i can find, at least…",2025-04-11T16:17:50-07:00,totaldramagirllover
5,La cámara perfecta,Me encanta sin filtro y no cobran100/10,2025-04-08T16:54:18-07:00,La cámara perfecta
3,Not working,"I recently downloaded this app , but the camera won’t work and it’s not my iPhone , I also bought the supscription and it’s still not working .",2025-04-06T19:10:59-07:00,Tanu govi
1,Does not work!,I recorded a video and took 15 photos and I couldn’t find them. I watched 10 YouTube videos and NONE OF THEM helped! This app just doesn’t work. 1 star!,2025-04-06T14:09:56-07:00,SIM PLAYER 777BJ
5,Add Cam button for iOS 18!!,Wonderful camera. So much so I’d much rather use it as my default camera. Please update with the ability to enable the Camera button (not the action button) to open Dazz Cam. I can use the Moment app this way which is good but I like your app so much I find myself reaching for it more often. It has a wonderful look. Great job all around. Not sure if others want this but I think it would take this over the top. Thanks so much for reading. Please tell your team they do fantastic work!,2025-04-04T11:05:29-07:00,Godborn777
5,I love this app so much!!!,AMAZINGGG,2025-04-01T18:22:12-07:00,467573
5,Amazing App!,"I love how it has different features, makes photos look vintage. Im still figuring out how to use certain features but definitely recommend 
App-10/10",2025-04-01T15:13:32-07:00,Username-8269100
5,Great app for those who don’t want to spend too much time editing!,"Great app for those who want a retro and vintage look, and don’t want to spend too much time editing. I use this app + the Liit app to make quick, nostalgic edits on the fly ❤️",2025-03-30T14:58:38-07:00,1SinceEveryNameIsTaken
5,LOVE THIS SO MUCH,it makes your photos look sooooooo cute and i use it allll the time!!!💗,2025-03-26T04:51:36-07:00,HeyI love pickles
5,Worth the price,I use for almost everything I capture. Dazz cam just gets that “vintage filter” right unlike any other apps. Their presets are so good and I’ve been using them for years.,2025-03-26T00:14:07-07:00,d4r3n.iz.d34d
5,Wow!,"So first of all, I never pay for any kind of apps. I love taking pictures. I have seven daughters so I have a lot to take pictures of not even paying for the subscription. This is the ultimate photo app for me.. Definitely paying the money because I think it’ll be well worth it.",2025-03-25T06:19:59-07:00,Bestgirldad77
5,This is a greatest appreciation ever,All are Free and useful,2025-03-23T04:04:47-07:00,Matrixag
5,i love this app,literally makes all my pictures the cutest ever,2025-03-22T16:59:26-07:00,jaazzllynn
5,This is Good camera app,5 stars,2025-03-21T19:10:26-07:00,Thdkfutu
5,great but too orange,"i love this camera, it’s everything i was looking for!! i just wish it wasn’t always so ORANGE!!",2025-03-20T22:54:29-07:00,gamer4days
5,Best app ever,"I looooooooooooove this app, i can literally be in the 1990’s with the cameras, everything looks so beautiful and great great quality!!!!! i love itttt",2025-03-19T20:33:31-07:00,mevalevrgajoven
5,Dazz Cam,Me encanta esta app tiene muchas variedades de cámaras AME! 😍🔥❤️,2025-03-19T15:29:50-07:00,Sol✨☀️
5,Omg!,What a lovely app•,2025-03-18T17:17:29-07:00,Vane!03
5,My favorite App,"This app is actually so good, the green disposable camera makes literally all of my pictures look so good. One thing I wish is that the beta cameras could allow for imported photos. Great job developers!",2025-03-14T14:22:19-07:00,hrhzxgsikdbdc
5,One additional feature requested,Any way we can favorite cameras? I’d like to be able to favorite my most used cameras for easy access.,2025-03-11T22:55:45-07:00,thatoneguy__raul
5,Absolutely lovely,"It brings lots of memories:) 
I remember having a negative camera and a handycam VHS.",2025-03-09T08:12:11-07:00,Roohimoto
5,I can’t find the button to open the camera,I don’t know where to find the section to make photos I can only make videos right now,2025-03-07T14:59:20-07:00,gdvdhjxbxj
3,it was good,it worked for a day. then it wouldn’t take a picture even with free modes,2025-03-05T18:35:14-07:00,HonestAbe13
5,Great app,"I absolutely love this app and use it almost daily! I wish there was an option to purchase the app instead of paying every year but other than that the annual price is still great! Worth the money Update: thanks for the reply. I’ve never got an option to pay one time for pro, only annually. I wonder what happened",2025-03-05T02:48:53-07:00,allthenicknamesaretakenrrrr
1,No sirve,Todo es de pago,2025-03-01T17:24:27-07:00,Joven_marciano
5,i’ve never though i would get this camera,"it is so good it works awsomely, i was so happy on how pictures turned out",2025-02-22T06:48:40-07:00,dEzZz nUuTsS
5,Free & actually works,"Ive never wrote an app review before but this has saved me so much time, money, energy, space having multiple cameras on my phone. The photos are amazing this is my fav app",2025-02-19T07:55:20-07:00,Groovylovergirl
5,Request for Android,"I use both Apple and Android devices, and with the growing demand for better cameras, I hope this app becomes available on Android too.",2025-02-16T18:01:08-07:00,geloz199023
4,Not able to purchase the Pro version,"I would give 5 stars because this is one of my favorite apps. However, when I go to purchase the Pro version for $19.99 (One-Time Purchase) it says “Product Not Found.) Really bummed it won’t let me buy the Pro version.",2025-02-16T11:25:40-07:00,j.:)
5,Wow,Nicee,2025-02-15T23:36:04-07:00,Mkania78
4,Best camera,SO GOODDDDD actually makes you look stunning and looks like a real digital camera,2025-02-11T13:48:08-07:00,JJC9807
5,Best Camera App Ever,I’ve been using this app for over a year straight and use the camera “FQS” with flash for absolutely everything. Over 30 people have ask how i get my photos to turn out so aesthetic and i always recommend this app on that exact setting!!,2025-02-06T20:12:13-07:00,iipixiestick
5,really goodd,it’s really good i really like it it takes so many cute pictures,2025-02-01T19:57:26-07:00,wyaanana
1,when i open the photos to import it’s a black screen every time,i also am not able to take photos,2025-01-31T19:34:22-07:00,barthalomsjdhdbdbdh
5,Great,"This app is super helpful when trying to make your photos look amazing. The UI is very easy to pick out and find a camera you would like to use and it even shows an example. It does video and photo and is what I use over my normal camera app. Personally the Polaroid is my favorite, I have a physical Polaroid but the film is expensive and tedious to buy. This solved those problems.",2025-01-29T12:03:42-07:00,Grant🇮🇹
5,OH MY GOODNESS DEF GET!,this is EXACTLY what i have been looking for! and also it’s FREE but you can also get pro if you want too!,2025-01-28T19:27:08-07:00,CallieRhea13
4,出片很好看但是拍摄体验一般,选相机太麻烦，变焦太麻烦,2025-01-24T03:45:26-07:00,Juneberries06
4,Needs More Raw Support,"Overall I like this app and use it regularly.  While you can save the original photos, only a very small number of cameras support saving the original Raw photo.   This is disappointing.",2025-01-21T16:10:50-07:00,who cares about a nickname? 17
5,Dazz cam lo mejor que ay,Me encanta se parece a la cámara de dafnne JM 🫶🏻💗 me la mejor aplicación,2025-01-18T14:56:06-07:00,Kathe🫶🏻💗
5,Good app,"The best cam app, but when will it support the cam button of iPhone 16? I mean open with a click of the button, change with touching and a light-click",2025-01-12T21:29:31-07:00,Towalish
5,Actually doesn’t bother me 😃,Although there are filters that you pay for. It doesn’t bother you for not paying. Which makes me wanna pay cause I can actually use the app! Keep it up,2025-01-10T10:34:34-07:00,Mofkee
5,I wish more apps were like this,"It’s clear the developers aren’t money hungry. They have a super cheap annual subscription option or a very reasonable one-time payment option. The app is also very useable without paying. All of the camera options are even better than I expected them to be. No complaints here, and I wish more app developers would use an approach like this one.",2025-01-08T18:32:29-07:00,MonicaSM95
3,Nice but hard to navigate,Struggled to get out of homepage,2025-01-08T04:51:25-07:00,lara the koala
5,Best app,Best app i ever seen,2025-01-06T10:42:14-07:00,walid clean
4,Love it!! They are so cute for instagram photos and memories.,🎀 so aesthetic and for it being free it still has lots of options!,2025-01-03T17:45:35-07:00,K_des_10!🫶🏻🤍✨
4,Amazing Selection,This app is by far the best app I’ve seen with a wide variety of film sims. Holding off on getting pro until Camera Control gets added.  I can see me using this as a default camera app once camera control gets implemented.,2025-01-03T01:31:14-07:00,aBentoBox.
4,Wonderful but..,"Amazing camera app! But i can’t use the Dam camera, it says only Iphone 15’s and up are compatible but i have a 16?? Please address this!",2025-01-02T11:50:21-07:00,5352865394
5,Developers PLEASE read,"I am a long time user of this app and love it!!! However, one aspect breaks my heart. Not being able to import photos with R series cameras!!!! Please could this be a fixable thing? My favorite camera is the CCD R but i find myself using different apps a lot because i can import with their cams. But i would LOVE to import with my favorite camera on my favorite app!!! Still 5 stars but please can there be a solution!!! ❤️",2024-12-24T23:10:16-07:00,TwentyFiveTragedies
4,I recommend,So I recommend this although it is annoying because it doesn’t save all of the pictures but at least the pictures it saves come out cute,2024-12-22T19:43:28-07:00,made by Alanna
5,Best Photo Video app,"This is the best camera app ever, it has simple ui but gives so much control. There are a lot of free presets and they are all good. And it will be better if you add toggle to turn off camera sounds.",2024-12-19T02:44:09-07:00,Smnwhusiphn15pr
5,My favorite app,"This has got to be one of my favorite apps ever, it enhanced my ability and quality of photos to the max, anytime I see something that can be captured in a beautiful way I pull out this app and use the cameras, my personal favorite is the disposable one, I do wish it had an option to upload photos however. Nonetheless I still love it and it works perfectly!!!",2024-12-15T21:34:54-07:00,nastiklim
5,This app is so good,l  love this app is so cute am obsessed with this app !💗,2024-12-15T15:26:29-07:00,Best Crumbl cookie
5,The best,It is the best thing to take photos,2024-12-15T15:18:05-07:00,it cool bit
5,希望能早日兼容16 Pro的相机控制按钮,希望能早日兼容16 Pro的相机控制按钮 长按侧边相机按钮能呼出Dazz会很方便 谢谢,2024-11-27T16:02:06-07:00,ChrisX_Xzb
4,Great app but needs HD support,"I want to export in 1080p or 4K quality, currently it exports at 720",2024-11-27T10:23:04-07:00,alfram97
3,Nice but same flaw,The film emulations are nice but this app suffers the same flaw as another popular app. It will not allow you to import a photo taken with the native iPhone app and apply the film effects to those.,2024-11-26T19:56:06-07:00,Mike_in_vt
5,Number 1 Fan,The question people ask me the most is “what do you use to take your photos” and I tell them my iPhone with Dazz Cam. I’ve probably converted at least 100 people by now. I LOVE Dazz Cam. I use it every single day. keep up the amazing work. I think this is the best camera app that exists even at a professional level.,2024-11-26T08:15:26-07:00,Jakexyzabc
5,Camera Control Suggestion,Could it be possible to add a feature that allows me to press the camera control button to turn on the Dazz Camera?,2024-11-04T21:53:16-07:00,alexnotregulus
1,Can’t Upload Photos,I cannot even upload photos… and can’t find any help anywhere.,2024-11-04T15:37:24-07:00,paytynrw
5,NEVER NEED A 100$ DIGITAL CAMERA,I’ve been so stressed abt taking cute pictures but this app is a LIFE saver omgee,2024-11-04T15:01:51-07:00,tankamahal
5,Come back to 90s,"It’s Amazing, it make me feel likes my childhood ♥️",2024-10-27T08:53:22-07:00,Yulianny Betancourt
5,So good!!!!!,SO AMAZING IVE SPENT five hours of searching up soccer photos and seeing how they turned out and they’re amazing,2024-10-26T12:35:17-07:00,ijnijnjinjiniu
4,哪个免费🆓能不能标下,啊啊啊啊啊啊我找不到,2024-10-25T08:22:29-07:00,fff sex
5,希望改进,有时候只想要滤镜，颗粒感能不能给个开关,2024-10-25T02:42:57-07:00,gungun mk
5,Alternative to more popular filter cams,"I was looking for a camera app that had a bunch of fun lens and film simulations, but most are an expensive subscription without a lifetime purchase option. 

Not only is this affordable in comparison, the filters are incredibly fun!

I hope to see a lot more camera models in the future.",2024-10-17T19:31:43-07:00,Party Tortoise
5,Awesome,It’s awesome it adds filters making pictures look great,2024-10-13T16:43:43-07:00,Codder946
1,永久购买dazz pro,不知道为什么国内88rmb可以购买，我用美区账号扣了我22刀 差了一倍的价格….,2024-10-11T08:06:22-07:00,xxxxxxmonkid
5,THE BEST VINTAGE CAMERA APP,literally worth every cent i love this app,2024-10-07T16:28:28-07:00,14911.04.nik
4,Awesome app just one thing!!,"I love this app ALOT! i use the free version but probably will buy it if they add one small feature! If they could make it so there’s a toggle or option to make the sound quality on like vhs or any of the older camera’s to actually sound old as well that would be amazing, like a small hint of distortion would be awesome, i love the app tho keep up the work!!",2024-10-01T23:56:08-07:00,tylenoltyx
4,Dazzcam Review 😍😍,"Great App! Now any fun place I need to go, I can always and always use dazzcam instead of my Polaroid!!!!",2024-10-01T07:03:08-07:00,shebeee
5,Love this app,"Used it today to take pictures and had multiple people ask me to take their photos. Lots of compliments from people. The only problem I have is that Their is a very small selection of free cameras. Maybe instead of having to buy a subscription, you can just buy the cameras individually for a dollar since I wouldn’t always use them all.",2024-09-29T17:48:38-07:00,MotherTrucker68
5,如果original可以出live模式 我可以再花八十八 真的呜呜,有生之年求求original的live模式 求求求 这个模式比其他去锐化的拍照软件都好看呜呜 要是有live就完美死了,2024-09-26T08:10:02-07:00,lzmmmmmmmmmmm
5,Queja,Horrible,2024-09-24T12:53:42-07:00,no is very good
4,Shutter spound,How do i tuen off the shutter sound? Pretty annoying when you are trying to photograph people without them noticing at first,2024-09-24T08:19:02-07:00,leonm90
5,I just love this camera App,This app is good for taking quick edgy photos. Great quality if you ask me. Its just a really good camera to keep on your phone.,2024-09-23T21:45:25-07:00,dezavoy
